transaction_id,rental_id,transaction_date,transaction_year,category_id,category_name,city,country,customer_id,payment_amount,rental_duration
303,10,2025-01-04,2024-10-23,35,Action|Sci-Fi|Thriller,Dongling,China,44,70,40
304,87,2024-05-26,2024-12-18,10,Drama,Lorient,France,80,24,26
305,91,2025-04-12,2025-02-26,13,Drama,Pacaraos,Peru,51,3,61
306,99,2025-03-16,2024-10-02,4,Drama,Złoty Stok,Poland,41,53,44
307,24,2024-08-26,2025-01-07,54,Comedy,Shihua,China,31,9,15
308,52,2025-04-17,2024-08-26,80,Crime|Drama,Gandusari,Indonesia,83,100,30
309,71,2025-04-28,2025-02-28,54,Comedy|Romance,Takanabe,Japan,14,95,48
310,82,2024-10-30,2025-02-17,19,Drama,Potikosin,Indonesia,20,25,15
311,88,2024-10-29,2024-10-24,61,Drama,Pervomayskoye,Russia,1,6,78
312,7,2024-12-08,2024-06-08,63,Drama,Lederaba,Indonesia,57,97,28
313,17,2024-11-06,2025-01-28,87,Action|Horror|Sci-Fi|Thriller,Tomar,Portugal,23,86,31
314,21,2024-07-27,2024-08-15,29,Documentary,Atsipópoulon,Greece,12,97,62
315,60,2024-08-27,2024-07-06,63,Drama,Golčův Jeníkov,Czech Republic,96,69,27
316,22,2025-01-08,2024-07-24,49,Animation,Jingzhu,China,22,30,85
317,34,2024-09-10,2025-05-08,74,Comedy|Crime,Sirnasari,Indonesia,31,3,39
318,29,2024-11-22,2024-11-10,3,Animation|Sci-Fi,Yuetang,China,69,5,58
319,49,2024-07-05,2024-08-16,48,Documentary,San Matías,Bolivia,82,6,56
320,14,2025-03-23,2025-02-21,67,Documentary,Leran Wetan,Indonesia,69,21,9
321,27,2024-12-11,2024-06-09,95,Children|Comedy,Cikarang,Indonesia,91,92,55
322,53,2024-12-06,2024-06-09,8,Action|Adventure|Thriller,Xinle,China,62,77,43
323,75,2024-07-24,2024-10-04,30,Crime|Horror|Mystery,Saskatoon,Canada,43,77,47
324,77,2025-01-08,2025-03-22,22,Comedy|Drama|Romance,Fankeng,China,69,79,34
325,98,2025-01-26,2024-08-23,74,Action|Adventure|Crime|Drama,Nkurenkuru,Namibia,43,58,35
326,78,2024-10-26,2024-07-11,25,Drama,Petrovskoye,Russia,71,36,29
327,1,2024-05-25,2024-08-28,83,Fantasy|IMAX,Vanves,France,15,36,26
328,59,2024-10-22,2025-05-17,90,Comedy,Lela,Indonesia,91,53,29
329,8,2024-11-18,2025-01-05,100,Comedy|Drama,Kangar,Malaysia,75,43,76
330,20,2024-08-05,2024-12-25,57,Drama,Kastav,Croatia,96,24,71
331,6,2024-07-04,2025-02-25,7,Comedy|Musical|Romance,Erling,China,32,48,6
332,80,2024-06-25,2024-06-07,55,Comedy|Romance,Siyang,China,17,14,90
333,59,2024-11-09,2025-03-01,95,Drama,San Vicente,Philippines,48,11,91
334,9,2024-09-17,2024-12-05,19,Documentary,Zhaoxiang,China,21,90,61
335,93,2024-11-13,2024-09-04,64,Crime|Mystery|Thriller,Vila Nova de Santo André,Portugal,15,55,40
336,49,2024-09-13,2025-02-19,37,Drama,Banhā,Egypt,16,99,91
337,90,2024-12-17,2024-11-23,26,Crime|Drama|Film-Noir,Drochia,Moldova,6,30,55
338,52,2024-06-26,2025-05-05,27,Comedy,Taocheng,China,51,86,32
339,76,2025-02-24,2025-01-30,3,Action|Comedy,Terezín,Czech Republic,70,18,8
340,33,2025-05-13,2025-01-26,12,Documentary,Khagrachhari,Bangladesh,62,64,58
341,43,2025-03-18,2025-03-31,95,Horror|Western,Songjiang,China,59,21,91
342,40,2024-07-31,2025-02-18,35,Drama,Partikan,Indonesia,34,90,52
343,7,2025-02-13,2024-07-19,32,Drama,Cigadog Hilir,Indonesia,88,95,3
344,7,2024-11-18,2024-12-09,15,Action|Comedy|Crime|Thriller,Parelhas,Brazil,60,77,74
345,8,2024-09-06,2024-06-25,73,Crime|Drama,Boulogne-Billancourt,France,3,2,59
346,42,2024-11-15,2024-08-22,68,Drama,Oliveira de Frades,Portugal,3,83,62
347,9,2025-02-03,2025-02-28,19,Drama|Romance,Antagan Segunda,Philippines,17,42,79
348,26,2025-03-19,2024-05-30,1,Comedy|Drama|Romance,Villazón,Bolivia,18,63,11
349,75,2024-12-21,2024-11-16,47,Drama,Petaling Jaya,Malaysia,81,21,35
350,22,2025-04-15,2024-11-21,44,Drama|Western,Singaraja,Indonesia,46,35,92
351,92,2024-07-27,2025-03-13,25,Adventure|Comedy|Drama|War,San,Mali,37,100,75
352,54,2024-10-20,2024-11-12,71,Action|Comedy|Crime|Thriller,Xiaogang,China,83,29,60
353,69,2025-01-03,2024-12-28,32,Horror,Longde Chengguanzhen,China,39,32,33
354,19,2024-12-08,2024-06-26,6,Action|Adventure,Gaozhai,China,62,64,84
355,13,2024-07-03,2025-01-25,80,Horror,Oporapa,Colombia,71,60,57
356,14,2024-07-31,2024-06-02,44,Drama|Horror,Baun,Indonesia,38,4,24
357,21,2024-10-27,2024-08-01,75,Comedy|Drama|Fantasy,San Sebastian,Mexico,67,98,55
358,46,2024-11-29,2024-09-09,97,Animation|Comedy,Kępie Żaleszańskie,Poland,12,28,52
359,60,2025-05-03,2025-02-10,61,Drama,Évry,France,73,26,58
360,72,2025-03-01,2025-04-10,5,Drama,Munjul,Indonesia,69,40,65
361,67,2025-04-04,2024-08-24,31,Thriller,Al Maţarīyah,Egypt,77,39,75
362,21,2024-11-22,2024-08-16,17,Drama|Horror|Mystery|Thriller,Mrozy,Poland,87,72,39
363,10,2025-03-20,2024-12-24,62,Drama|Romance,Kurortnyy,Russia,53,29,30
364,66,2025-02-22,2025-02-05,43,Drama|Film-Noir|Thriller,Thạnh Mỹ,Vietnam,82,32,23
365,37,2024-06-27,2024-06-17,3,Comedy|Drama,Sakharovo,Russia,58,96,95
366,87,2025-03-09,2024-09-02,31,Drama|Horror|Thriller,San Juan,Philippines,43,55,90
367,7,2024-07-12,2025-04-07,28,Comedy|Drama|Romance,Oetuke,Indonesia,12,34,76
368,36,2024-08-13,2024-08-10,71,Comedy|Drama,Bosanski Brod,Bosnia and Herzegovina,97,87,1
369,79,2024-11-29,2024-05-25,6,Comedy|Drama|Romance,Andradas,Brazil,42,17,100
370,31,2024-09-25,2024-10-31,57,Adventure|Children|Drama|Fantasy|Mystery,Panjiang,China,90,17,87
371,82,2024-12-04,2024-09-06,15,Comedy|Drama|Romance,Kuźnia Raciborska,Poland,51,48,2
372,62,2024-12-16,2024-07-20,48,Adventure|Drama,Akron,United States,20,35,98
373,18,2025-03-11,2024-06-27,47,Drama,Xiaoguai,China,58,13,23
374,57,2025-02-13,2024-07-14,16,Horror|Thriller,Lajarik,Indonesia,61,2,42
375,39,2024-09-15,2024-06-20,51,Drama|Romance,Huimin,China,57,43,87
376,17,2024-07-14,2024-12-02,16,Comedy|Romance,Visim,Russia,88,10,53
377,87,2025-02-14,2025-02-27,38,Documentary,Kvänum,Sweden,59,43,94
378,71,2025-01-23,2025-04-25,52,Adventure|Musical,Mashi,Nigeria,73,74,16
379,6,2024-12-16,2025-03-17,15,Adventure|Crime|Drama,Tsybli,Ukraine,52,11,19
380,82,2024-10-23,2024-09-02,29,Action|Sci-Fi|Thriller,Lueng Putu,Indonesia,21,40,63
381,19,2025-03-04,2024-10-24,41,Comedy,Maddela,Philippines,21,56,51
382,74,2025-02-01,2024-10-25,37,Action|Horror|Sci-Fi,Lae,Papua New Guinea,29,27,53
383,7,2025-05-09,2025-04-15,12,Comedy,Wulijie,China,56,31,80
384,21,2024-05-28,2024-06-09,40,Drama,Karanglo,Indonesia,53,52,97
385,56,2024-08-26,2024-12-15,94,Comedy|Romance,Shinan,China,92,94,58
386,35,2024-09-19,2024-12-28,12,Horror|Sci-Fi,Los Angeles,United States,28,78,96
387,3,2024-08-15,2024-09-11,88,Drama|Romance,Xinwu,China,86,13,88
388,36,2025-02-26,2024-06-22,66,Comedy|Horror,Grivenskaya,Russia,20,95,17
389,9,2024-10-30,2024-08-07,9,Comedy|Drama,Malāyer,Iran,42,64,18
390,6,2025-03-13,2024-07-15,93,Documentary,Asunción Mita,Guatemala,35,21,67
391,43,2025-01-01,2024-07-14,96,Sci-Fi|Thriller,Thanatpin,Myanmar,8,40,3
392,8,2024-10-02,2024-10-08,55,Drama,Marseille,France,29,42,78
393,77,2024-11-16,2025-05-06,34,Drama|War,Berlin,Germany,51,4,65
394,28,2024-12-22,2025-04-08,43,Adventure|Children|Fantasy|Musical,Huayana,Peru,4,38,38
395,38,2024-08-20,2024-10-14,57,Drama,Xiangshui,China,92,57,36
396,61,2024-10-30,2025-01-28,12,Comedy|Crime|Drama|War,Vyksa,Russia,99,50,5
397,39,2025-01-09,2024-06-01,97,Drama,Ježdovec,Croatia,85,76,73
398,97,2024-12-01,2024-06-28,37,Drama,Zhangjiachang,China,47,4,36
399,41,2024-08-13,2024-11-07,62,Comedy|Romance,Kardamás,Greece,41,36,22
400,92,2024-09-18,2024-05-25,91,Crime|Thriller,Glogovac,Kosovo,45,82,95
401,75,2024-05-31,2025-01-19,67,Drama,Fengcheng,China,52,22,88
402,15,2025-01-08,2025-02-26,78,Comedy,Ust’-Ilimsk,Russia,43,60,92
403,76,2024-10-22,2024-10-16,46,Documentary,Suvorov,Russia,75,65,50
404,40,2025-03-13,2024-10-25,43,Comedy|Drama,Eqlīd,Iran,3,93,56
405,77,2024-12-19,2024-06-04,95,Comedy|Drama,Krotoszyn,Poland,39,88,65
406,80,2024-06-30,2024-08-15,74,Adventure|Drama|Romance,Oruro,Bolivia,14,37,90
407,98,2025-03-22,2024-10-24,63,Action|Animation|Crime,Simitli,Bulgaria,36,57,10
408,61,2024-09-16,2024-10-28,87,Drama|Film-Noir|Horror|Mystery,Sopo,Indonesia,72,83,25
409,12,2024-10-04,2025-04-03,44,Comedy|Crime,Lichtenburg,South Africa,90,75,15
410,89,2024-09-13,2025-02-08,54,Sci-Fi,Kediri,Indonesia,72,97,31
411,81,2025-04-17,2025-03-03,59,Documentary,Dahe,China,54,92,47
412,48,2025-03-01,2024-12-11,74,Drama,Quận Sáu,Vietnam,96,90,34
413,17,2024-06-15,2025-03-06,100,Sci-Fi|Thriller,Kikerino,Russia,89,52,59
414,48,2024-09-22,2025-02-06,26,Adventure|Comedy|Crime|Drama|Mystery|Thriller,Tierra Blanca,Mexico,36,40,31
415,11,2024-12-01,2024-10-11,95,Documentary,Steblevë,Albania,86,96,2
416,74,2025-04-18,2024-11-25,64,Thriller,Nazrēt,Ethiopia,93,60,62
417,89,2025-03-05,2025-04-15,10,Children|Drama,Dahe,China,33,40,46
418,2,2024-07-25,2024-08-17,85,Drama,Koten,Indonesia,25,25,83
419,75,2025-03-10,2025-03-10,83,Drama,Yuncheng,China,12,18,72
420,69,2025-04-04,2024-05-27,81,Action|Fantasy|Sci-Fi|IMAX,Strömsnäsbruk,Sweden,48,52,88
421,44,2025-03-16,2024-08-25,66,Drama|Horror|Mystery,Herceg-Novi,Montenegro,21,82,14
422,82,2024-06-25,2024-07-27,95,Drama|Romance,Sanjie,China,57,27,67
423,9,2025-04-20,2024-11-01,12,Comedy,Montpellier,France,13,57,26
424,47,2024-10-29,2025-02-05,14,Western,Genzi,China,33,99,42
425,61,2024-07-06,2025-01-08,14,Drama|Thriller|War,Nueva Italia,Paraguay,25,92,17
426,47,2024-09-03,2024-09-12,74,Crime|Drama|Film-Noir|Thriller,Frontignan,France,89,43,37
427,35,2024-06-14,2024-11-15,23,Crime|Thriller,Leninskoye,Russia,91,12,82
428,31,2024-12-11,2024-07-11,5,Drama|Fantasy|Horror,Tongle,China,71,16,28
429,46,2024-12-12,2025-02-23,54,Drama|Film-Noir|Mystery,Benavila,Portugal,11,73,25
430,43,2025-01-22,2024-12-18,75,Documentary,K’anak’erravan,Armenia,54,38,72
431,32,2025-03-09,2024-09-18,58,Comedy|Romance,Dubu,China,92,9,49
432,12,2024-08-14,2025-03-09,83,Action|Adventure|Thriller,Haixing,China,24,20,64
433,86,2024-11-01,2024-10-19,98,Comedy|Drama,Velyki Sorochyntsi,Ukraine,80,65,12
434,81,2024-06-17,2025-04-25,71,Comedy,Placencia,Belize,100,36,15
435,1,2024-12-21,2025-01-07,87,Documentary,Linköping,Sweden,67,69,76
436,76,2024-07-29,2025-01-17,4,Crime|Thriller,Bāsht,Iran,73,51,41
437,57,2024-09-20,2024-11-20,86,Comedy|Drama,Arauca,Colombia,78,11,5
438,25,2024-09-17,2024-09-01,20,Drama,Union,Philippines,74,77,47
439,95,2024-07-14,2024-06-15,95,Drama|War,Przodkowo,Poland,90,99,55
440,44,2024-08-23,2025-03-11,73,Drama|Fantasy|Romance,Arroyo Seco,Mexico,41,43,11
441,65,2024-10-03,2024-12-25,19,Romance,El Paso,United States,9,92,68
442,2,2025-02-20,2025-02-01,98,Drama|War,Mingjiu,China,45,90,81
443,59,2024-07-18,2024-09-18,7,Crime|Horror|Sci-Fi,Azor,Israel,85,79,58
444,92,2025-02-08,2024-12-03,48,Action|Crime,Marína,Greece,1,45,57
445,30,2024-08-13,2024-08-17,37,Documentary,Dalai,China,96,100,69
446,36,2024-12-15,2025-02-25,75,Western,Vërtop,Albania,97,74,83
447,51,2024-11-26,2025-04-19,14,Drama,Pajung,Indonesia,6,26,54
448,59,2025-01-17,2024-09-18,22,Drama,Hongmiao,China,58,45,38
449,82,2025-05-06,2024-11-21,11,Drama|War,Bílovec,Czech Republic,6,3,25
450,78,2024-06-17,2024-09-22,30,Action|Comedy|Musical|Sci-Fi,Honolulu,United States,82,24,85
451,50,2025-03-26,2025-03-13,92,Comedy,Montpellier,France,48,59,82
452,93,2024-07-14,2024-08-22,65,Comedy|Romance,Taung,South Africa,89,77,3
453,17,2024-05-23,2024-05-30,61,Adventure|Comedy,Youfang,China,40,25,40
454,1,2024-08-04,2025-05-16,57,Adventure|Romance,Baraguá,Cuba,24,20,98
455,3,2024-09-20,2025-04-29,64,Crime|Thriller,Hita,Japan,1,60,96
456,49,2024-08-21,2025-04-13,21,Drama,Brasília de Minas,Brazil,91,80,81
457,10,2024-08-14,2024-12-15,70,Drama,Kraljevo,Serbia,100,93,29
458,52,2024-12-28,2025-05-09,58,Drama,Djambala,Republic of the Congo,18,73,62
459,1,2024-10-21,2025-05-05,12,Comedy|Documentary|Drama,Nanjin,China,88,94,97
460,3,2025-04-30,2024-08-28,40,Adventure|Comedy|Crime,Qiulu,China,98,41,81
461,67,2024-12-13,2024-10-25,64,Comedy|Drama,Chongwen,China,43,55,86
462,44,2024-05-23,2025-02-21,45,Action|War,São Julião do Tojal,Portugal,32,16,3
463,84,2024-07-03,2024-11-05,81,Action|Crime|Drama|Thriller,Bilaran,Philippines,43,10,96
464,33,2024-09-18,2025-01-04,70,Crime|Drama|Film-Noir|Thriller,Giồng Trôm,Vietnam,74,76,32
465,19,2025-04-30,2024-08-24,66,Crime|Drama|Film-Noir|Mystery,Bailan,Philippines,41,26,21
466,66,2025-02-02,2025-02-07,89,Drama,Berekum,Ghana,59,59,53
467,37,2025-01-25,2024-12-20,24,Action|Adventure|Comedy|Crime|Fantasy,Bayasgalant,Mongolia,32,88,99
468,89,2024-10-20,2024-12-12,30,Documentary|Drama,Prakhon Chai,Thailand,59,26,90
469,15,2024-10-24,2025-03-30,52,Crime|Horror|Thriller,Teongtoda,Indonesia,81,18,22
470,3,2024-05-25,2024-12-20,61,Animation|Comedy|Fantasy,Kultayevo,Russia,7,20,58
471,87,2024-12-30,2024-10-02,21,Comedy,Abricots,Haiti,81,51,37
472,2,2025-02-09,2025-05-04,87,Comedy|Sci-Fi,Lagoa Seca,Brazil,23,42,73
473,31,2024-09-28,2024-05-29,82,Drama|Thriller,Xikou,China,45,18,29
474,90,2024-12-17,2025-01-14,30,Drama,Lubrza,Poland,67,40,78
475,43,2025-01-10,2024-12-31,73,Fantasy,Stockholm,Sweden,69,2,48
476,76,2024-08-15,2024-08-27,73,Crime|Drama|Thriller,Jaguariaíva,Brazil,37,48,98
477,57,2025-02-28,2024-10-19,29,Children|Comedy|Fantasy|Horror,Saramech,Armenia,42,29,93
478,34,2024-06-01,2025-01-27,79,Drama|Mystery|Thriller,Da’an,China,77,21,27
479,46,2024-11-21,2024-12-23,5,Adventure|Comedy|Drama,Panguna,Papua New Guinea,51,58,58
480,9,2025-02-04,2024-06-04,51,Adventure|Crime|Drama,Thạnh Mỹ,Vietnam,16,3,50
481,72,2024-10-31,2024-07-20,68,Action|Drama|Fantasy|Horror,Oxelösund,Sweden,43,82,19
482,91,2025-04-28,2024-11-05,75,Horror|Sci-Fi,Baraya,Colombia,97,46,74
483,91,2024-06-23,2024-07-17,35,Drama|Romance,Sapernoye,Russia,38,81,73
484,77,2025-03-20,2024-05-23,7,Comedy|Sci-Fi|Thriller,Jabłonka,Poland,77,8,30
485,36,2024-06-14,2025-01-05,13,Drama|Musical,Ambatolampy,Madagascar,98,97,34
486,60,2025-04-10,2024-11-09,100,Adventure,"Las Vegas, Santa Barbara",Honduras,93,53,79
487,38,2025-01-30,2024-11-01,55,Crime|Drama|Thriller,Cotuí,Dominican Republic,80,66,69
488,39,2025-03-16,2025-03-20,95,Comedy,Potok Złoty,Poland,52,87,63
489,70,2025-01-10,2025-02-07,9,Comedy,Denver,United States,36,36,28
490,35,2025-01-05,2024-08-21,16,Drama|Horror|Mystery,Nova Olímpia,Brazil,54,56,99
491,71,2024-11-14,2025-04-12,61,Drama|Romance,Jabłoń,Poland,81,62,75
492,64,2024-07-21,2024-12-24,11,Western,Sollefteå,Sweden,61,56,46
493,7,2024-06-24,2025-01-20,19,Documentary,Tonshayevo,Russia,8,63,50
494,68,2024-08-07,2025-04-21,36,Horror,Lijiapu,China,49,10,24
495,58,2024-10-19,2024-12-17,93,Comedy|Western,Margabakti,Indonesia,81,18,87
496,43,2024-11-27,2024-08-22,59,Action|Crime|Drama|Thriller,Inhambupe,Brazil,1,5,87
497,57,2024-07-28,2024-09-26,11,Action|Adventure|Drama|Mystery|Thriller,Ciela Lebak,Indonesia,17,51,75
498,21,2025-05-01,2024-10-16,77,Action|Romance,La Plata,Colombia,52,35,48
499,18,2025-05-03,2025-05-10,80,Drama|Romance|War,Maglajani,Bosnia and Herzegovina,93,48,23
500,76,2024-06-25,2024-08-03,77,Children|Comedy|Fantasy,Kanungu,Uganda,7,72,26
501,60,2025-01-03,2024-07-02,34,Action|Sci-Fi|IMAX,Kozhevnikovo,Russia,44,92,48
502,55,2024-08-16,2025-02-14,86,Comedy,Wairiang,Indonesia,62,8,42
503,41,2025-03-05,2024-12-25,78,Drama|Musical,Bjärred,Sweden,9,29,68
504,74,2024-11-02,2024-10-23,75,Documentary,Guadalupe,Costa Rica,88,98,65
505,41,2024-12-28,2024-10-15,61,Documentary,Balungao,Philippines,1,15,35
506,56,2024-07-11,2024-12-12,11,Children|Drama|Mystery,Puerto La Cruz,Venezuela,28,27,43
507,53,2025-05-07,2024-08-19,80,Comedy,Yaransk,Russia,89,93,34
508,16,2024-09-11,2025-05-14,10,Comedy|Horror,Acao,Philippines,78,72,13
509,79,2025-02-20,2024-08-02,55,Documentary,Amu Gulang Baolige,China,20,55,4
510,66,2024-06-24,2024-07-30,42,Action|Crime|Sci-Fi|Thriller,Sparks,United States,3,77,61
511,23,2024-12-08,2024-07-20,27,Action|Comedy,Kalajoki,Finland,47,67,65
512,61,2024-10-30,2024-11-16,52,Comedy|Drama,Srednebelaya,Russia,65,10,81
513,56,2024-09-07,2024-12-19,34,Sci-Fi|Thriller,Matsumoto,Japan,89,18,68
514,89,2025-01-23,2024-12-25,44,Drama,Hausjärvi,Finland,14,11,60
515,17,2025-03-05,2024-12-12,56,Comedy,Villa Ascasubi,Argentina,90,61,47
516,52,2024-05-21,2025-01-27,25,Drama|Mystery|Thriller,Songshan,China,10,69,45
517,52,2024-09-29,2024-10-20,66,Horror|Sci-Fi,Larvik,Norway,56,29,87
518,39,2024-06-16,2024-08-30,37,Crime|Drama,Ualog,Philippines,99,61,62
519,80,2024-10-29,2024-06-18,37,Adventure|Animation|Children,Yinji,China,22,100,47
520,13,2024-08-17,2024-07-05,65,Comedy,Tongjiang,China,51,42,58
521,6,2024-06-23,2024-12-18,31,Drama,Gaborone,Botswana,27,20,49
522,92,2024-06-18,2024-12-08,93,Crime|Drama|Film-Noir|Romance,Moscow,Russia,8,47,36
523,10,2024-07-20,2024-08-25,65,Children|Fantasy,Kesha,China,48,91,18
524,85,2025-02-17,2025-02-12,17,Comedy,Ormstown,Canada,71,67,54
525,5,2024-12-18,2025-04-02,54,Crime|Drama,Privodino,Russia,73,64,91
526,37,2024-07-11,2024-12-15,35,Action|Comedy|Romance|Western,Yunmeng Chengguanzhen,China,70,41,76
527,96,2024-09-12,2024-12-16,95,Animation|Children|Comedy|IMAX,Nagai,Japan,74,46,75
528,32,2024-10-23,2025-01-13,32,Comedy|Crime,Rungis,France,35,43,45
529,37,2024-08-03,2024-08-16,91,Comedy|Romance,Wanquan,China,23,3,80
530,26,2024-09-19,2025-01-20,78,Drama,Cové,Benin,11,47,54
531,82,2024-10-16,2024-10-21,78,Drama,Clamart,France,28,85,4
532,69,2025-03-17,2025-03-16,62,Comedy,Trzebinia,Poland,72,77,62
533,92,2024-11-12,2024-09-15,81,Western,Město Albrechtice,Czech Republic,25,14,65
534,3,2024-09-02,2025-02-21,61,Comedy|Drama,Oroin Xibe,China,14,8,40
535,79,2025-03-14,2024-09-09,27,Comedy|Drama,Lobatse,Botswana,69,59,12
536,16,2025-02-22,2025-05-07,15,Mystery|Thriller,Santa Elena,Ecuador,21,62,43
537,38,2024-09-25,2025-04-17,99,Drama,Yanghong,China,83,90,95
538,29,2024-09-05,2025-05-11,66,Adventure|Romance|Western,Muang Phôn-Hông,Laos,50,100,12
539,69,2024-08-01,2025-01-01,88,Comedy|Drama|Romance,Goussainville,France,64,91,1
540,51,2025-02-02,2025-01-28,34,Action|Crime|Mystery,Retiro,Argentina,55,10,34
541,28,2024-09-27,2024-09-08,63,Drama,Warren,United States,48,21,45
542,35,2024-08-23,2024-09-14,80,Crime|Mystery|Thriller,Siverskiy,Russia,13,28,90
543,6,2025-02-18,2024-08-20,53,Thriller,Surkhet,Nepal,24,89,39
544,13,2024-07-12,2024-05-26,64,Crime|Thriller,Liufeng,China,3,43,24
545,76,2025-01-04,2025-02-02,73,Documentary,Zwettl,Austria,83,62,32
546,27,2024-10-28,2024-05-26,30,Comedy|Drama|War,Huagai,China,89,71,1
547,64,2025-05-06,2025-03-20,41,Action|Adventure|Animation,Nantes,France,68,7,29
548,43,2024-10-20,2024-08-19,5,Adventure|Comedy|Drama,Baiyun,China,41,61,32
549,33,2025-04-16,2024-11-20,49,Drama,Cikarang,Indonesia,44,53,32
550,70,2024-10-22,2025-01-14,35,Action|Drama,Mende,France,64,7,41
551,9,2024-06-28,2024-07-09,64,Drama|Romance,Agbani,Nigeria,82,8,94
552,32,2024-09-07,2025-02-19,74,Children|Musical|Sci-Fi,Tuanalepe,Indonesia,100,35,27
553,27,2024-08-07,2025-02-13,58,Documentary,Valkeakoski,Finland,66,70,11
554,99,2025-03-24,2024-09-18,50,Action|Drama|Sci-Fi,Petrozavodsk,Russia,27,74,70
555,17,2025-02-22,2025-03-31,12,Documentary|IMAX,Górzno,Poland,45,66,86
556,69,2025-05-09,2024-10-08,88,Drama,Mollepampa,Peru,97,21,89
557,69,2024-11-20,2024-08-27,5,Adventure|Children|Comedy|Drama,城郊,China,83,26,77
558,3,2025-01-13,2025-04-09,89,Crime|Drama,Opoczno,Poland,8,31,45
559,69,2024-08-24,2024-10-14,2,Drama,Zamora,Ecuador,91,100,22
560,92,2024-08-23,2025-01-09,74,Action|Adventure|Sci-Fi|Western,Arkalyk,Kazakhstan,80,88,65
561,10,2024-08-01,2025-02-26,54,Fantasy|Sci-Fi,Santo Tomé,Argentina,52,1,72
562,31,2024-10-01,2024-09-21,8,Comedy|Drama|Romance,Becerril,Philippines,72,87,30
563,72,2025-04-26,2025-03-24,38,Crime|Drama|Mystery|Thriller,Ogden,United States,10,87,42
564,35,2025-02-15,2024-10-27,22,Comedy|Drama|Romance,Kut Rang,Thailand,82,60,19
565,18,2025-03-27,2024-08-02,83,Documentary,Capanema,Brazil,8,90,27
566,92,2024-09-13,2024-08-13,69,Drama,Camias,Philippines,80,64,11
567,15,2024-08-06,2024-06-11,46,Action|Sci-Fi,Shitang,China,63,14,3
568,58,2025-03-27,2025-02-06,2,Crime|Drama,Maslog,Philippines,60,7,34
569,19,2024-12-29,2025-05-16,53,Drama,Poá,Brazil,14,99,21
570,81,2024-12-02,2024-06-29,31,Horror,Kruševica,Croatia,83,13,81
571,49,2024-06-09,2024-09-08,61,Drama,Zolotkovo,Russia,91,21,75
572,42,2024-10-08,2024-10-27,30,Crime|Mystery,Foros de Salvaterra,Portugal,2,44,67
573,38,2024-11-05,2024-11-18,1,Comedy|Fantasy,Núi Sập,Vietnam,30,73,51
574,4,2025-05-09,2025-04-27,43,Romance|Sci-Fi,Pacora,Panama,51,97,16
575,19,2025-04-16,2024-09-16,73,Action|Adventure|Crime|Horror|Thriller,Qitai,China,95,76,68
576,11,2025-02-16,2025-05-09,79,Comedy|Romance,Bato,Philippines,8,43,99
577,63,2024-12-29,2024-07-10,24,Comedy|Romance,Blois,France,62,81,23
578,7,2025-01-08,2024-06-30,68,Horror,Miribanteng,Indonesia,64,79,4
579,5,2025-02-03,2024-05-23,70,Drama|War,Dowlatyār,Afghanistan,43,8,80
580,35,2025-02-05,2024-10-28,53,Drama,Sabanagrande,Colombia,42,39,35
581,86,2025-01-26,2024-12-01,87,Drama,Caçador,Brazil,18,96,73
582,7,2025-02-19,2024-09-13,93,Drama,Shifo,China,74,42,4
583,75,2024-11-22,2024-11-28,82,Drama,Consolación del Sur,Cuba,98,52,15
584,20,2024-06-09,2024-09-23,78,Crime|Drama|Romance|Thriller,Chiguata,Peru,6,94,74
585,15,2024-06-20,2025-01-15,91,Documentary,Millerovo,Russia,92,85,27
586,38,2025-04-22,2024-06-18,34,Adventure|Drama|Romance|War,Guajiasi,China,69,60,55
587,24,2024-11-09,2024-11-24,51,Crime|Drama|Thriller,Roissy Charles-de-Gaulle,France,44,16,24
588,12,2024-06-06,2024-12-29,75,Comedy,Narew,Poland,89,96,83
589,67,2024-09-28,2025-03-22,69,Comedy|Drama,Fox Creek,Canada,81,37,38
590,30,2024-09-09,2024-11-05,95,Drama|Thriller,Taipingguan,China,19,67,85
591,31,2024-08-14,2024-07-22,29,Documentary,Det Udom,Thailand,81,17,95
592,29,2024-08-16,2025-01-09,84,Comedy,Paris 12,France,40,84,65
593,83,2025-02-18,2024-05-20,97,Action|Crime|Drama|Romance,Panjir,Indonesia,15,26,69
594,57,2024-10-28,2024-11-28,79,Drama,Qiujia,China,37,77,17
595,37,2025-04-06,2025-01-26,39,Comedy|Drama,Makiv,Ukraine,34,59,80
596,29,2024-09-24,2024-10-06,26,Adventure|Drama|Romance,Staritsa,Russia,74,19,87
597,24,2025-04-03,2024-10-21,59,Drama|Romance,Dayton,United States,83,94,32
598,32,2024-09-19,2024-12-09,29,Children|Comedy,Jati,Indonesia,56,89,8
599,79,2025-04-21,2024-07-09,12,Comedy|Crime,Michałowice,Poland,24,33,80
600,54,2024-12-21,2024-09-07,20,Drama,Põlva,Estonia,25,16,23
601,71,2024-07-26,2025-03-29,67,Drama|Romance,Colonia Elisa,Argentina,6,68,97
602,50,2024-09-16,2024-08-20,74,Comedy,Rybatskoye,Russia,75,36,88
603,16,2025-03-08,2024-07-29,35,Documentary,Sv. Ana v Slov. Goricah,Slovenia,21,81,12
604,4,2024-05-24,2024-09-26,68,Drama|Romance,Ipoh,Malaysia,78,1,40
605,67,2024-10-07,2024-12-28,79,Drama,Liminka,Finland,2,23,26
